the guard (both genders)|la guardia|6|2.00
the sentry (both genders)|la sentinella|6|2.00
the soprano|il soprano|6|2.00
the contralto|il contralto|6|2.00
the pizza|la pizza|6|2.00
the study|lo studio|6|2.00
the meat|la carne|6|2.00
the art|l'art|6|2.00
the boy|il ragazzo|11|2.10
the man|l'uomo|6|2.00
the girl|la ragazza|11|2.10
the male cat|il gatto|12|2.10
the female cat|la gatta|12|2.10
the wolf|il lupo|6|2.00
the table|il tavolo|6|2.00
the book|il libro|6|2.00
the sport|lo sport|6|2.00
the bar|il bar|6|2.00
the tram|il tram|6|2.00
the film|il film|6|2.00
the house|la casa|6|2.00
the family|la famiglia|6|2.00
the bag|la borsa|6|2.00
the revolution|la rivoluzione|6|2.00
the tension|la tensione|6|2.00
the room|la stanza|6|2.00
the crisis|la crisi|6|2.00
the stagnation|la stasi|6|2.00
the thesis|la tesi|6|2.00
the mathematics|la matematica|6|2.00
the philosophy|la filosofia|6|2.00
the biology|la biologia|6|2.00
the colleague|il collega/la collega|6|2.00
the pilot|il pilota/la pilota|6|2.00
the nephew/the niece|il nipote/la nipote|6|2.00
the consort|il consorte/la consorte|6|2.00
the singer|il cantante/la cantante|6|2.00
the shopkeeper|il negoziante/la negoziante|6|2.00
the pharmacist|il farmacista/la farmacista|6|2.00
the journalist|il giornalista/la giornalista|6|2.00
the suicide|il suicida/la suicida|6|2.00
the matricide|il matricida/la matricida|6|2.00
the pediatrics|il pediatra/la pediatra|6|2.00
the psychiatry|lo psichiatra/la psichiatra|6|2.00
the baby boy|il bambino|6|2.00
the babies|i bambini|6|2.00
the baby boys|i bambini|6|2.00
the baby girl|la bambina|6|2.00
the baby girls|le bambine|6|2.00
the poet|il poeta|6|2.00
the poets|i poeti|6|2.00
the fish|il pesce |6|2.00
the fishes|i pesci|6|2.00
the mother|la madre |6|2.00
the mothers|le madri|6|2.00
the problem|il problema|6|2.00
the program|il programma|6|2.00
the boat|la barca|6|2.00
the boats|le barche|6|2.00
the colleague|il collega|6|2.00
the colleagues|i colleghi|6|2.00
the ancient building|il palazzo antico|6|2.00
the ancient buildings|i palazzi antichi|6|2.00
the dialogue|il dialogo|6|2.00
the dialogues|i dialoghi |6|2.00
the ear|l'orecchio|6|2.00
the ears|le orecchie|6|2.00
the egg|l'uovo|6|2.00
the eggs|le uova|6|2.00
the films|i film|6|2.00
the city|la città|6|2.00
the cities|le città|6|2.00
the cimema|il cinema|6|2.00
the cimemas|i cinema|6|2.00
the king|il re|6|2.00
the kings|i re|6|2.00
the capital city|la capitale|6|2.00
a capital city|una capitale|6|2.00
the capital|il capitale|6|2.00
a capital|un capitale|6|2.00
the dog|il cane|6|2.00
the student|lo studente|6|2.00
the mirror|lo specchio|6|2.00
the backpack|lo zaino|6|2.00
the male friend|l'amico|6|2.00
the tree|l'albero|6|2.00
the boys|i ragazzi|6|2.00
the dogs|i cani|6|2.00
the friends|gli amici|6|2.00
the students|gli studenti|6|2.00
the backpacks|gli zaini|6|2.00
the house|la casa|6|2.00
the female friend|l'amica|6|2.00
the girls|le ragazze|6|2.00
the female friends|le amiche|6|2.00
Excuse me, where is the National Bank|Mi scusi|dov'è la banca nazionale?|6|2.00
Where is the city you live in?|Questa è la città dove abito |6|2.00
This is my pen|Questa è la mia penna|6|2.00
This is not your pen|Questa non è la tua penna|6|2.00
This is my pen|and not yours|Questa è la mia penna e non la tua |6|2.00
July 4th|il quattro di luglio|6|2.00
1987 (year)|il 1987|6|2.00
I prefer the cold to the heat|Preferisco il caldo|piuttosto che il freddo|6|2.00
Sleeping well is important for your health|Il dormire bene è importante per la salute|6|2.00
Cats are felines (The cat is a feline)|Il gatto è un felino|6|2.00
Italy is a democratic republic|L'Italia è una repubblica democratica |6|2.00
a book|un libro|6|2.00
a dog|un cane|6|2.00
a tree|un albero|6|2.00
a student|uno studente|6|2.00
a clog|uno zoccolo|6|2.00
a house|una casa|6|2.00
a car|una macchina|6|2.00
an aunt|una zia|6|2.00
a female friend|un'amica|6|2.00
a dwelling (habitation)|un'abitazione|6|2.00
Excuse me, where’s a bar’?|Mi scusi|dov'è un bar?|6|2.00
I’ve prepared a cake|Ho preparato una torta|6|2.00
A woman must not behave like this|Una donna non deve comportarsi così |6|2.00
for pity|per pietà|6|2.00
in a rush|di corsa|6|2.00
without fear|senza paura|6|2.00
playing cards|carte da gioco|6|2.00
to be a secretary|fare da segretario|6|2.00
to behave as a fool|comportarsi da sciocco |6|2.00
when I was young|da giovane|6|2.00
when I was a young girl|da ragazza|6|2.00
in the church|in chiesa|6|2.00
in the office|in ufficio|6|2.00
to go home|andare a casa|6|2.00
to speak italian|parlare italiano|6|2.00
to speak russian|parlare russo|6|2.00
c’erano parenti|there were relatives|6|2.00
c’erano amici|there were friends|6|2.00
c’erano colleghi|there were collegues|6|2.00
my father|mio padre|6|2.00
your uncle (familiar)|tuo zio|6|2.00
our sister|nostra sorella|6|2.00
his cousin/her cousin|sua cugina|6|2.00
your uncles (familiar)|il tuoi zii|6|2.00
our sisters|le nostre sorelle|6|2.00
his cousins/her cousins|le sue cugine|6|2.00
their uncle|il loro zio|6|2.00
their uncles|i loro zii|6|2.00
their sister|la loro sorella|6|2.00
their sisters|le loro sorelle|6|2.00
-- the partitive dello,del,della,dei,degli is used with mass nouns|un po with count nouns|6|2.00
I want some (a little) bread|Voglio del pane |6|2.00
I’ll have some (a little) milk|Prendo del latte |6|2.00
